date,demand_mwh_day,demand_mean_mw,demand_peak_mw,demand_peak_hour
2017-09-19,691806.0,28825.25,32532.0,19
2017-09-20,698454.0,29102.25,32966.0,11
2017-09-21,698340.0,29097.5,32751.0,11
2017-09-22,693198.0,28883.25,32840.0,11
2017-09-23,622482.0,25936.75,29230.0,19
2017-09-24,580850.0,24202.083333333332,28599.0,19
2017-09-25,680872.0,28369.666666666668,32567.0,19
2017-09-26,706799.0,29449.958333333332,33314.0,18
2017-09-27,703941.0,29330.875,33413.0,18
2017-09-28,706426.0,29434.416666666668,33259.0,18
2017-09-29,698391.0,29099.625,33061.0,11
2017-09-30,618980.0,25790.833333333332,28815.0,19
2017-10-01,570363.0,23765.125,28207.0,19
2017-10-02,692667.0,28861.125,33601.0,18
2017-10-03,709438.0,29559.916666666668,33930.0,18
2017-10-04,702262.0,29260.916666666668,33381.0,18
2017-10-05,713701.0,29737.541666666668,34149.0,18
2017-10-06,706688.0,29445.333333333332,33457.0,11
2017-10-07,617876.0,25744.833333333332,28896.0,18
2017-10-08,566998.0,23624.916666666668,28065.0,19
2017-10-09,673946.0,28081.083333333332,32518.0,18
2017-10-10,695473.0,28978.041666666668,33397.0,18
2017-10-11,693489.0,28895.375,32508.0,18
2017-10-12,583528.0,24313.666666666668,28409.0,19
2017-10-13,642691.0,26778.791666666668,31029.0,18
2017-10-14,607530.0,25313.75,28689.0,18
2017-10-15,572116.0,23838.166666666668,27997.0,19
2017-10-16,679137.0,28297.375,33200.0,18
2017-10-17,687361.0,28640.041666666668,32931.0,18
2017-10-18,688850.0,28702.083333333332,33285.0,18
2017-10-19,680944.0,28372.666666666668,32540.0,18
2017-10-20,674132.0,28088.833333333332,31920.0,10
2017-10-21,602316.0,25096.5,28225.0,18
2017-10-22,555179.0,23132.458333333332,27451.0,19
2017-10-23,665094.0,27712.25,32562.0,18
2017-10-24,686235.0,28593.125,33309.0,18
2017-10-25,693555.0,28898.125,33484.0,18
2017-10-26,690699.0,28779.125,33279.0,18
2017-10-27,684546.0,28522.75,32644.0,18
2017-10-28,596129.0,24838.708333333332,28203.0,18
2017-10-29,547097.0,22795.708333333332,27140.0,19
2017-10-30,665912.0,27746.333333333332,32826.0,19
2017-10-31,673586.0,28066.083333333332,32511.0,18
2017-11-01,582478.0,24269.916666666668,28221.0,19
2017-11-02,672475.0,28019.791666666668,33000.0,18
2017-11-03,682676.0,28444.833333333332,32414.0,18
2017-11-04,609182.0,25382.583333333332,28601.0,19
2017-11-05,563263.0,23469.291666666668,27788.0,19
2017-11-06,686632.0,28609.666666666668,33944.0,18
2017-11-07,704631.0,29359.625,34260.0,19
2017-11-08,713376.0,29724.0,34581.0,18
2017-11-09,704094.0,29337.25,34015.0,18
2017-11-10,719611.0,29983.791666666668,33818.0,9
2017-11-11,637807.0,26575.291666666668,29592.0,19
2017-11-12,589489.0,24562.041666666668,29136.0,20
2017-11-13,712630.0,29692.916666666668,35258.0,18
2017-11-14,738860.0,30785.833333333332,36038.0,19
2017-11-15,751001.0,31291.708333333332,36791.0,19
2017-11-16,746741.0,31114.208333333332,36175.0,19
2017-11-17,736530.0,30688.75,34634.0,18
2017-11-18,653455.0,27227.291666666668,30684.0,19
2017-11-19,609020.0,25375.833333333332,30583.0,20
2017-11-20,737460.0,30727.5,36186.0,19
2017-11-21,747183.0,31132.625,36092.0,19
2017-11-22,756527.0,31521.958333333332,36713.0,19
2017-11-23,747003.0,31125.125,35770.0,19
2017-11-24,735994.0,30666.416666666668,34580.0,18
2017-11-25,658496.0,27437.333333333332,30734.0,19
2017-11-26,619450.0,25810.416666666668,31021.0,19
2017-11-27,753355.0,31389.791666666668,37292.0,19
2017-11-28,774558.0,32273.25,37671.0,19
2017-11-29,780591.0,32524.625,37620.0,19
2017-11-30,785788.0,32741.166666666668,38127.0,19
2017-12-01,793157.0,33048.208333333336,37568.0,9
2017-12-02,720934.0,30038.916666666668,34003.0,19
2017-12-03,674062.0,28085.916666666668,33940.0,20
2017-12-04,806773.0,33615.541666666664,39743.0,19
2017-12-05,812659.0,33860.791666666664,38895.0,19
2017-12-06,704292.0,29345.5,35088.0,20
2017-12-07,744496.0,31020.666666666668,35447.0,19
2017-12-08,676221.0,28175.875,33999.0,19
2017-12-09,682625.0,28442.708333333332,32229.0,9
2017-12-10,636708.0,26529.5,32114.0,20
2017-12-11,771319.0,32138.291666666668,37498.0,19
2017-12-12,796545.0,33189.375,38147.0,19
2017-12-13,803456.0,33477.333333333336,38470.0,19
2017-12-14,795092.0,33128.833333333336,37892.0,19
2017-12-15,781197.0,32549.875,37271.0,9
2017-12-16,695857.0,28994.041666666668,33124.0,19
2017-12-17,658985.0,27457.708333333332,33456.0,20
2017-12-18,793565.0,33065.208333333336,38822.0,19
2017-12-19,802919.0,33454.958333333336,38354.0,19
2017-12-20,802335.0,33430.625,38502.0,19
2017-12-21,788996.0,32874.833333333336,37732.0,19
2017-12-22,756450.0,31518.75,36343.0,9
2017-12-23,668422.0,27850.916666666668,31407.0,20
2017-12-24,631499.0,26312.458333333332,30863.0,18
2017-12-25,560504.0,23354.333333333332,28897.0,19
2017-12-26,670499.0,27937.458333333332,33469.0,18
2017-12-27,706401.0,29433.375,34041.0,19
2017-12-28,699623.0,29150.958333333332,33774.0,19
2017-12-29,679026.0,28292.75,32404.0,9
2017-12-30,615780.0,25657.5,30052.0,20
2017-12-31,583282.0,24303.416666666668,28384.0,18
2018-01-01,547430.0,22809.583333333332,28508.0,20
2018-01-02,691543.0,28814.291666666668,33998.0,10
2018-01-03,719323.0,29971.791666666668,34760.0,9
2018-01-04,714703.0,29779.291666666668,34134.0,10
2018-01-05,692495.0,28853.958333333332,33641.0,9
2018-01-06,607299.0,25304.125,29396.0,19
2018-01-07,641716.0,26738.166666666668,32790.0,20
2018-01-08,784279.0,32678.291666666668,38154.0,19
2018-01-09,807542.0,33647.583333333336,39284.0,19
2018-01-10,802171.0,33423.791666666664,38204.0,9
2018-01-11,795644.0,33151.833333333336,38025.0,19
2018-01-12,794205.0,33091.875,38061.0,10
2018-01-13,720965.0,30040.208333333332,34262.0,20
2018-01-14,678164.0,28256.833333333332,34436.0,19
2018-01-15,805313.0,33554.708333333336,39074.0,19
2018-01-16,796704.0,33196.0,38279.0,19
2018-01-17,783065.0,32627.708333333332,37270.0,19
2018-01-18,786113.0,32754.708333333332,37488.0,19
2018-01-19,777076.0,32378.166666666668,36938.0,9
2018-01-20,687167.0,28631.958333333332,32277.0,10
2018-01-21,629605.0,26233.541666666668,31527.0,19
2018-01-22,740401.0,30850.041666666668,35793.0,19
2018-01-23,757185.0,31549.375,36484.0,19
2018-01-24,755294.0,31470.583333333332,36116.0,19
2018-01-25,766067.0,31919.458333333332,36852.0,19
2018-01-26,778864.0,32452.666666666668,36981.0,9
2018-01-27,710165.0,29590.208333333332,33759.0,19
2018-01-28,651186.0,27132.75,32960.0,20
2018-01-29,770638.0,32109.916666666668,37297.0,10
2018-01-30,774991.0,32291.291666666668,37414.0,19
2018-01-31,775301.0,32304.208333333332,37231.0,19
2018-02-01,780820.0,32534.166666666668,37484.0,19
2018-02-02,797998.0,33249.916666666664,37919.0,10
2018-02-03,714513.0,29771.375,33722.0,19
2018-02-04,677048.0,28210.333333333332,34190.0,20
2018-02-05,813437.0,33893.208333333336,39857.0,19
2018-02-06,828212.0,34508.833333333336,40306.0,19
2018-02-07,828117.0,34504.875,40300.0,19
2018-02-08,838288.0,34928.666666666664,40699.0,19
2018-02-09,828648.0,34527.0,39656.0,9
2018-02-10,735789.0,30657.875,34780.0,19
2018-02-11,668890.0,27870.416666666668,33699.0,20
2018-02-12,793294.0,33053.916666666664,38765.0,19
2018-02-13,809263.0,33719.291666666664,39364.0,19
2018-02-14,801270.0,33386.25,38265.0,19
2018-02-15,779192.0,32466.333333333332,37110.0,19
2018-02-16,761666.0,31736.083333333332,36311.0,9
2018-02-17,678643.0,28276.791666666668,31908.0,20
2018-02-18,640789.0,26699.541666666668,32208.0,19
2018-02-19,758175.0,31590.625,37114.0,19
2018-02-20,768262.0,32010.916666666668,36767.0,19
2018-02-21,772911.0,32204.625,37298.0,19
2018-02-22,785559.0,32731.625,38093.0,19
2018-02-23,791419.0,32975.791666666664,37799.0,9
2018-02-24,712032.0,29668.0,33787.0,19
2018-02-25,658001.0,27416.708333333332,32948.0,20
2018-02-26,775576.0,32315.666666666668,38048.0,19
2018-02-27,811400.0,33808.333333333336,39431.0,19
2018-02-28,787017.0,32792.375,37836.0,19
2018-03-01,795155.0,33131.458333333336,38330.0,19
2018-03-02,778401.0,32433.375,37447.0,9
2018-03-03,682283.0,28428.458333333332,32112.0,10
2018-03-04,629482.0,26228.416666666668,31761.0,20
2018-03-05,755077.0,31461.541666666668,37022.0,19
2018-03-06,773704.0,32237.666666666668,37632.0,19
2018-03-07,774503.0,32270.958333333332,37446.0,19
2018-03-08,762771.0,31782.125,36868.0,19
2018-03-09,741224.0,30884.333333333332,35300.0,9
2018-03-10,660098.0,27504.083333333332,30950.0,19
2018-03-11,616544.0,25689.333333333332,30957.0,19
2018-03-12,736989.0,30707.875,36162.0,19
2018-03-13,748622.0,31192.583333333332,35811.0,19
2018-03-14,749436.0,31226.5,35798.0,19
2018-03-15,753315.0,31388.125,36014.0,19
2018-03-16,742597.0,30941.541666666668,35372.0,9
2018-03-17,674311.0,28096.291666666668,31912.0,10
2018-03-18,632099.0,26337.458333333332,31733.0,19
2018-03-19,732905.0,30537.708333333332,35841.0,19
2018-03-20,789164.0,32881.833333333336,38035.0,19
2018-03-21,793892.0,33078.833333333336,38177.0,19
2018-03-22,782273.0,32594.708333333332,37742.0,19
2018-03-23,766639.0,31943.291666666668,36667.0,9
2018-03-24,692785.0,28866.041666666668,32703.0,19
2018-03-25,626155.0,26089.791666666668,32316.0,19
2018-03-26,742948.0,30956.166666666668,36040.0,9
2018-03-27,732151.0,30506.291666666668,35144.0,8
2018-03-28,703061.0,29294.208333333332,33586.0,8
2018-03-29,617278.0,25719.916666666668,29637.0,19
2018-03-30,571678.0,23819.916666666668,28141.0,19
2018-03-31,612392.0,25516.333333333332,29166.0,19
2018-04-01,569553.0,23731.375,28884.0,19
2018-04-02,627092.0,26128.833333333332,31091.0,19
2018-04-03,705475.0,29394.791666666668,34111.0,9
2018-04-04,712310.0,29679.583333333332,33749.0,9
2018-04-05,712451.0,29685.458333333332,33963.0,8
2018-04-06,706237.0,29426.541666666668,33424.0,8
2018-04-07,636923.0,26538.458333333332,30319.0,9
2018-04-08,596686.0,24861.916666666668,29667.0,19
2018-04-09,708925.0,29538.541666666668,34114.0,19
2018-04-10,740406.0,30850.25,35445.0,19
2018-04-11,753596.0,31399.833333333332,35995.0,10
2018-04-12,740855.0,30868.958333333332,35244.0,8
2018-04-13,737394.0,30724.75,35236.0,9
2018-04-14,646809.0,26950.375,31002.0,9
2018-04-15,590040.0,24585.0,29453.0,19
2018-04-16,704296.0,29345.666666666668,33842.0,9
2018-04-17,706184.0,29424.333333333332,33604.0,8
2018-04-18,699544.0,29147.666666666668,32881.0,9
2018-04-19,690562.0,28773.416666666668,32455.0,10
2018-04-20,680524.0,28355.166666666668,32467.0,10
2018-04-21,598557.0,24939.875,28229.0,19
2018-04-22,560156.0,23339.833333333332,28102.0,19
2018-04-23,656538.0,27355.75,31367.0,19
2018-04-24,680021.0,28334.208333333332,32130.0,10
2018-04-25,682420.0,28434.166666666668,32170.0,10
2018-04-26,681980.0,28415.833333333332,32121.0,10
2018-04-27,674587.0,28107.791666666668,31944.0,10
2018-04-28,601065.0,25044.375,28286.0,11
2018-04-29,563177.0,23465.708333333332,27943.0,19
2018-04-30,617433.0,25726.375,29186.0,19
2018-05-01,554393.0,23099.708333333332,27305.0,19
2018-05-02,667214.0,27800.583333333332,32248.0,10
2018-05-03,686183.0,28590.958333333332,32112.0,10
2018-05-04,683412.0,28475.5,32441.0,10
2018-05-05,606258.0,25260.75,28550.0,9
2018-05-06,558781.0,23282.541666666668,27203.0,19
2018-05-07,667687.0,27820.291666666668,32344.0,10
2018-05-08,684441.0,28518.375,32304.0,10
2018-05-09,678894.0,28287.25,31987.0,10
2018-05-10,677303.0,28220.958333333332,31881.0,10
2018-05-11,674269.0,28094.541666666668,31934.0,10
2018-05-12,602209.0,25092.041666666668,28496.0,11
2018-05-13,560560.0,23356.666666666668,27146.0,19
2018-05-14,665344.0,27722.666666666668,31871.0,10
2018-05-15,668389.0,27849.541666666668,31219.0,10
2018-05-16,684055.0,28502.291666666668,32415.0,10
2018-05-17,678075.0,28253.125,31697.0,11
2018-05-18,676671.0,28194.625,32138.0,10
2018-05-19,602844.0,25118.5,28331.0,11
2018-05-20,557219.0,23217.458333333332,26711.0,20
2018-05-21,656480.0,27353.333333333332,31296.0,11
2018-05-22,678050.0,28252.083333333332,32062.0,11
2018-05-23,684480.0,28520.0,32347.0,11
2018-05-24,686951.0,28622.958333333332,32395.0,11
2018-05-25,680598.0,28358.25,32542.0,10
2018-05-26,601188.0,25049.5,28296.0,11
2018-05-27,556296.0,23179.0,26532.0,20
2018-05-28,663172.0,27632.166666666668,31754.0,10
2018-05-29,676762.0,28198.416666666668,32078.0,10
2018-05-30,673652.0,28068.833333333332,32085.0,10
2018-05-31,668127.0,27838.625,31723.0,10
2018-06-01,670579.0,27940.791666666668,32206.0,10
2018-06-02,598279.0,24928.291666666668,28496.0,11
2018-06-03,550513.0,22938.041666666668,26443.0,20
2018-06-04,659065.0,27461.041666666668,31675.0,10
2018-06-05,677157.0,28214.875,32154.0,10
2018-06-06,675287.0,28136.958333333332,32126.0,10
2018-06-07,673053.0,28043.875,31786.0,10
2018-06-08,671668.0,27986.166666666668,32156.0,10
2018-06-09,598670.0,24944.583333333332,28349.0,11
2018-06-10,553661.0,23069.208333333332,26688.0,20
2018-06-11,670270.0,27927.916666666668,32228.0,10
2018-06-12,688194.0,28674.75,32619.0,11
2018-06-13,692613.0,28858.875,32840.0,10
2018-06-14,694262.0,28927.583333333332,32799.0,11
2018-06-15,693741.0,28905.875,33098.0,11
2018-06-16,619750.0,25822.916666666668,29263.0,11
2018-06-17,580726.0,24196.916666666668,27852.0,20
2018-06-18,710407.0,29600.291666666668,34522.0,11
2018-06-19,725882.0,30245.083333333332,34709.0,11
2018-06-20,739110.0,30796.25,35520.0,11
2018-06-21,744317.0,31013.208333333332,35759.0,11
2018-06-22,743453.0,30977.208333333332,35886.0,11
2018-06-23,661010.0,27542.083333333332,31709.0,11
2018-06-24,619440.0,25810.0,29404.0,20
2018-06-25,739224.0,30801.0,35900.0,13
2018-06-26,760898.0,31704.083333333332,36641.0,11
2018-06-27,754610.0,31442.083333333332,36303.0,11
2018-06-28,748012.0,31167.166666666668,35788.0,11
2018-06-29,737929.0,30747.041666666668,35725.0,11
2018-06-30,657964.0,27415.166666666668,31146.0,11
2018-07-01,606212.0,25258.833333333332,29052.0,20
2018-07-02,727311.0,30304.625,35425.0,11
2018-07-03,744739.0,31030.791666666668,35796.0,11
2018-07-04,744567.0,31023.625,35648.0,11
2018-07-05,739407.0,30808.625,35438.0,11
2018-07-06,732876.0,30536.5,35300.0,11
2018-07-07,662621.0,27609.208333333332,31708.0,11
2018-07-08,621254.0,25885.583333333332,29365.0,20
2018-07-09,748255.0,31177.291666666668,36461.0,11
2018-07-10,774812.0,32283.833333333332,37618.0,11
2018-07-11,770544.0,32106.0,37613.0,11
2018-07-12,759991.0,31666.291666666668,36597.0,11
2018-07-13,756108.0,31504.5,36822.0,11
2018-07-14,669220.0,27884.166666666668,31837.0,11
2018-07-15,614245.0,25593.541666666668,29279.0,20
2018-07-16,733029.0,30542.875,35475.0,11
2018-07-17,755405.0,31475.208333333332,36457.0,11
2018-07-18,762981.0,31790.875,37036.0,11
2018-07-19,766124.0,31921.833333333332,36711.0,11
2018-07-20,753403.0,31391.791666666668,36698.0,11
2018-07-21,658674.0,27444.75,31180.0,11
2018-07-22,600011.0,25000.458333333332,28836.0,20
2018-07-23,742733.0,30947.208333333332,36400.0,11
2018-07-24,765828.0,31909.5,37200.0,11
2018-07-25,755567.0,31481.958333333332,36305.0,11
2018-07-26,764554.0,31856.416666666668,36938.0,11
2018-07-27,760266.0,31677.75,37124.0,11
2018-07-28,676564.0,28190.166666666668,31886.0,11
2018-07-29,620988.0,25874.5,29643.0,20
2018-07-30,743431.0,30976.291666666668,36505.0,11
2018-07-31,757176.0,31549.0,36930.0,11
2018-08-01,777238.0,32384.916666666668,38362.0,11
2018-08-02,800319.0,33346.625,39292.0,11
2018-08-03,810293.0,33762.208333333336,40032.0,12
2018-08-04,717759.0,29906.625,33766.0,11
2018-08-05,666361.0,27765.041666666668,32177.0,20
2018-08-06,786964.0,32790.166666666664,39032.0,12
2018-08-07,786886.0,32786.916666666664,38572.0,11
2018-08-08,765408.0,31892.0,37140.0,11
2018-08-09,742967.0,30956.958333333332,36314.0,11
2018-08-10,717674.0,29903.083333333332,34517.0,11
2018-08-11,662328.0,27597.0,31227.0,12
2018-08-12,626676.0,26111.5,29764.0,20
2018-08-13,710378.0,29599.083333333332,34441.0,11
2018-08-14,702659.0,29277.458333333332,33743.0,11
2018-08-15,620914.0,25871.416666666668,29453.0,19
2018-08-16,693781.0,28907.541666666668,33563.0,11
2018-08-17,673295.0,28053.958333333332,32575.0,11
2018-08-18,615291.0,25637.125,28754.0,19
2018-08-19,587159.0,24464.958333333332,28320.0,19
2018-08-20,701137.0,29214.041666666668,34193.0,11
2018-08-21,726083.0,30253.458333333332,35427.0,11
2018-08-22,737379.0,30724.125,35937.0,11
2018-08-23,733451.0,30560.458333333332,35579.0,11
2018-08-24,725697.0,30237.375,34844.0,11
2018-08-25,649284.0,27053.5,30455.0,11
2018-08-26,604099.0,25170.791666666668,29076.0,19
2018-08-27,743361.0,30973.375,36235.0,11
2018-08-28,767006.0,31958.583333333332,37983.0,11
2018-08-29,759545.0,31647.708333333332,36940.0,11
2018-08-30,756261.0,31510.875,36766.0,11
2018-08-31,750214.0,31258.916666666668,36222.0,11
2018-09-01,669772.0,27907.166666666668,31388.0,11
2018-09-02,632952.0,26373.0,30841.0,19
2018-09-03,755131.0,31463.791666666668,37034.0,11
2018-09-04,754408.0,31433.666666666668,36162.0,11
2018-09-05,749458.0,31227.416666666668,36253.0,11
2018-09-06,731902.0,30495.916666666668,34960.0,11
2018-09-07,720186.0,30007.75,34756.0,11
2018-09-08,628420.0,26184.166666666668,29768.0,11
2018-09-09,583839.0,24326.625,28476.0,19
2018-09-10,688572.0,28690.5,33062.0,11
2018-09-11,693227.0,28884.458333333332,32810.0,11
2018-09-12,735223.0,30634.291666666668,35561.0,11
2018-09-13,740341.0,30847.541666666668,35579.0,11
2018-09-14,735149.0,30631.208333333332,35546.0,11
2018-09-15,638399.0,26599.958333333332,30160.0,11
2018-09-16,593125.0,24713.541666666668,29218.0,19
2018-09-17,723862.0,30160.916666666668,35211.0,11
2018-09-18,733668.0,30569.5,35130.0,11
2018-09-19,739847.0,30826.958333333332,35420.0,11
2018-09-20,744627.0,31026.125,35654.0,11
2018-09-21,741262.0,30885.916666666668,35932.0,11
2018-09-22,660443.0,27518.458333333332,31228.0,11
2018-09-23,616901.0,25704.208333333332,30538.0,19
2018-09-24,732682.0,30528.416666666668,35310.0,11
2018-09-25,737990.0,30749.583333333332,34996.0,11
2018-09-26,734025.0,30584.375,34912.0,11
2018-09-27,723673.0,30153.041666666668,34328.0,11
2018-09-28,714212.0,29758.833333333332,33947.0,11
2018-09-29,628147.0,26172.791666666668,29425.0,11
2018-09-30,581220.0,24217.5,28503.0,19
2018-10-01,691375.0,28807.291666666668,33136.0,11
2018-10-02,695159.0,28964.958333333332,32898.0,18
2018-10-03,701519.0,29229.958333333332,33398.0,18
2018-10-04,702089.0,29253.708333333332,33515.0,18
2018-10-05,693568.0,28898.666666666668,33007.0,11
2018-10-06,614511.0,25604.625,28767.0,18
2018-10-07,568162.0,23673.416666666668,27603.0,19
2018-10-08,665489.0,27728.708333333332,31933.0,18
2018-10-09,671499.0,27979.125,31970.0,18
2018-10-10,683355.0,28473.125,32628.0,18
2018-10-11,679216.0,28300.666666666668,32204.0,10
2018-10-12,583878.0,24328.25,27510.0,19
2018-10-13,592716.0,24696.5,28194.0,18
2018-10-14,560683.0,23361.791666666668,27382.0,19
2018-10-15,663559.0,27648.291666666668,32333.0,18
2018-10-16,680860.0,28369.166666666668,32717.0,18
2018-10-17,686798.0,28616.583333333332,32982.0,18
2018-10-18,686103.0,28587.625,32905.0,18
2018-10-19,679700.0,28320.833333333332,32176.0,10
2018-10-20,600439.0,25018.291666666668,28166.0,18
2018-10-21,560424.0,23351.0,27648.0,19
2018-10-22,669967.0,27915.291666666668,32733.0,18
2018-10-23,680172.0,28340.5,32956.0,18
2018-10-24,680880.0,28370.0,32781.0,18
2018-10-25,679455.0,28310.625,32848.0,18
2018-10-26,677546.0,28231.083333333332,32252.0,18
2018-10-27,608145.0,25339.375,28880.0,18
2018-10-28,580205.0,24175.208333333332,28855.0,19
2018-10-29,713410.0,29725.416666666668,35353.0,19
2018-10-30,741771.0,30907.125,36000.0,19
2018-10-31,735500.0,30645.833333333332,35154.0,18
2018-11-01,615925.0,25663.541666666668,29750.0,19
2018-11-02,661799.0,27574.958333333332,31789.0,18
2018-11-03,624171.0,26007.125,29378.0,20
2018-11-04,592653.0,24693.875,29752.0,19
2018-11-05,717221.0,29884.208333333332,35624.0,19
2018-11-06,737280.0,30720.0,35585.0,19
2018-11-07,737766.0,30740.25,35378.0,19
2018-11-08,738232.0,30759.666666666668,35560.0,18
2018-11-09,719726.0,29988.583333333332,34000.0,18
2018-11-10,645125.0,26880.208333333332,30312.0,19
2018-11-11,595949.0,24831.208333333332,29349.0,19
2018-11-12,714232.0,29759.666666666668,34875.0,18
2018-11-13,720206.0,30008.583333333332,34669.0,19
2018-11-14,719295.0,29970.625,34553.0,19
2018-11-15,718314.0,29929.75,34575.0,18
2018-11-16,711696.0,29654.0,33629.0,18
2018-11-17,631416.0,26309.0,29531.0,19
2018-11-18,597491.0,24895.458333333332,29400.0,19
2018-11-19,719544.0,29981.0,35155.0,19
2018-11-20,739775.0,30823.958333333332,35824.0,19
2018-11-21,745097.0,31045.708333333332,35768.0,19
2018-11-22,749030.0,31209.583333333332,36113.0,19
2018-11-23,743821.0,30992.541666666668,35169.0,10
2018-11-24,664621.0,27692.541666666668,31341.0,19
2018-11-25,625577.0,26065.708333333332,31308.0,19
2018-11-26,745757.0,31073.208333333332,36228.0,19
2018-11-27,758631.0,31609.625,36708.0,19
2018-11-28,760003.0,31666.791666666668,36855.0,19
2018-11-29,763854.0,31827.25,36835.0,18
2018-11-30,754246.0,31426.916666666668,35883.0,9
2018-12-01,672455.0,28018.958333333332,31750.0,19
2018-12-02,622818.0,25950.75,30915.0,20
2018-12-03,734339.0,30597.458333333332,35765.0,19
2018-12-04,740374.0,30848.916666666668,35613.0,19
2018-12-05,733781.0,30574.208333333332,34754.0,9
2018-12-06,640706.0,26696.083333333332,30503.0,20
2018-12-07,673675.0,28069.791666666668,31823.0,19
2018-12-08,623905.0,25996.041666666668,29640.0,20
2018-12-09,612122.0,25505.083333333332,30777.0,20
2018-12-10,735477.0,30644.875,35899.0,19
2018-12-11,756097.0,31504.041666666668,36556.0,19
2018-12-12,764037.0,31834.875,36590.0,19
2018-12-13,774115.0,32254.791666666668,37130.0,18
2018-12-14,764333.0,31847.208333333332,36085.0,9
2018-12-15,681065.0,28377.708333333332,32089.0,19
2018-12-16,640395.0,26683.125,31666.0,19
2018-12-17,766826.0,31951.083333333332,37192.0,19
2018-12-18,785252.0,32718.833333333332,37773.0,19
2018-12-19,772780.0,32199.166666666668,36674.0,19
2018-12-20,762322.0,31763.416666666668,36270.0,19
2018-12-21,735688.0,30653.666666666668,34998.0,9
2018-12-22,652149.0,27172.875,30796.0,19
2018-12-23,613821.0,25575.875,30422.0,19
2018-12-24,608339.0,25347.458333333332,30412.0,17
2018-12-25,536538.0,22355.75,26830.0,20
2018-12-26,635727.0,26488.625,31149.0,19
2018-12-27,684792.0,28533.0,33172.0,9
2018-12-28,684785.0,28532.708333333332,32905.0,9
2018-12-29,633769.0,26407.041666666668,30567.0,20
2018-12-30,605691.0,25237.125,30288.0,20
2018-12-31,621806.0,25908.583333333332,30441.0,18
2019-01-01,553948.0,23081.166666666668,28271.0,20
2019-01-02,710398.0,29599.916666666668,34803.0,10
2019-01-03,752262.0,31344.25,36166.0,9
2019-01-04,753730.0,31405.416666666668,36633.0,9
2019-01-05,680010.0,28333.75,31965.0,20
2019-01-06,624886.0,26036.916666666668,31060.0,20
2019-01-07,724972.0,30207.166666666668,36388.0,19
2019-01-08,804307.0,33512.791666666664,39033.0,9
2019-01-09,806501.0,33604.208333333336,38949.0,19
2019-01-10,815402.0,33975.083333333336,39197.0,19
2019-01-11,826987.0,34457.791666666664,39713.0,10
2019-01-12,733571.0,30565.458333333332,34654.0,19
2019-01-13,685820.0,28575.833333333332,34693.0,20
2019-01-14,801540.0,33397.5,39069.0,9
2019-01-15,807899.0,33662.458333333336,39224.0,19
2019-01-16,810386.0,33766.083333333336,38952.0,19
2019-01-17,813466.0,33894.416666666664,39357.0,19
2019-01-18,811659.0,33819.125,38901.0,9
2019-01-19,730449.0,30435.375,34769.0,19
2019-01-20,673868.0,28077.833333333332,33348.0,20
2019-01-21,797056.0,33210.666666666664,38805.0,19
2019-01-22,826450.0,34435.416666666664,40275.0,19
2019-01-23,817857.0,34077.375,39058.0,19
2019-01-24,801263.0,33385.958333333336,38226.0,19
2019-01-25,780192.0,32508.0,37376.0,9
2019-01-26,689484.0,28728.5,32504.0,10
2019-01-27,647302.0,26970.916666666668,32440.0,20
2019-01-28,776338.0,32347.416666666668,38064.0,19
2019-01-29,792212.0,33008.833333333336,38123.0,19
2019-01-30,791886.0,32995.25,38157.0,19
2019-01-31,784822.0,32700.916666666668,37444.0,19
2019-02-01,773034.0,32209.75,36363.0,9
2019-02-02,706359.0,29431.625,33429.0,19
2019-02-03,665213.0,27717.208333333332,33373.0,20
2019-02-04,793781.0,33074.208333333336,38985.0,19
2019-02-05,791691.0,32987.125,38028.0,9
2019-02-06,775360.0,32306.666666666668,37180.0,19
2019-02-07,767796.0,31991.5,36910.0,19
2019-02-08,757994.0,31583.083333333332,36329.0,9
2019-02-09,680540.0,28355.833333333332,32081.0,20
2019-02-10,637871.0,26577.958333333332,32120.0,19
2019-02-11,749184.0,31216.0,36542.0,9
2019-02-12,763410.0,31808.75,36504.0,19
2019-02-13,759325.0,31638.541666666668,36634.0,19
2019-02-14,753457.0,31394.041666666668,36093.0,19
2019-02-15,747891.0,31162.125,35706.0,9
2019-02-16,665906.0,27746.083333333332,31434.0,20
2019-02-17,622242.0,25926.75,31382.0,19
2019-02-18,742769.0,30948.708333333332,36266.0,19
2019-02-19,754469.0,31436.208333333332,36231.0,19
2019-02-20,745547.0,31064.458333333332,35992.0,19
2019-02-21,747497.0,31145.708333333332,35726.0,19
2019-02-22,729893.0,30412.208333333332,34764.0,8
2019-02-23,648985.0,27041.041666666668,30426.0,20
2019-02-24,603517.0,25146.541666666668,30298.0,20
2019-02-25,715876.0,29828.166666666668,34756.0,19
2019-02-26,722389.0,30099.541666666668,34663.0,19
2019-02-27,720603.0,30025.125,34371.0,19
2019-02-28,703117.0,29296.541666666668,33625.0,19
2019-03-01,710903.0,29620.958333333332,33680.0,10
2019-03-02,637298.0,26554.083333333332,29907.0,9
2019-03-03,588848.0,24535.333333333332,29264.0,20
2019-03-04,695466.0,28977.75,33868.0,19
2019-03-05,709688.0,29570.333333333332,34043.0,19
2019-03-06,729362.0,30390.083333333332,35368.0,19
2019-03-07,724464.0,30186.0,34591.0,19
2019-03-08,721436.0,30059.833333333332,34270.0,9
