value,datetime,datetime_utc,tz_time,geo_id,geo_name,indicator_id,indicator_name,unit,date
120.081,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
50.156,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
1.05,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
21.691,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
81.016,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
2.74,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
0.368,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
2.5,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
3.016,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
0.66,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
6.7,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
3.932,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
5.012,2023-07-01T00:00:00.000+02:00,2023-06-30T22:00:00Z,2023-06-30T22:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-07-01
120.081,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
50.156,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
1.05,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
21.691,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
81.016,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
2.74,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
0.368,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
2.5,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
3.016,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
0.66,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
6.7,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
3.932,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
5.012,2023-08-01T00:00:00.000+02:00,2023-07-31T22:00:00Z,2023-07-31T22:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-08-01
120.081,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
50.156,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
1.05,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
21.691,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
81.016,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
2.74,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
0.368,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
2.5,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
3.016,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
0.66,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
6.7,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
3.932,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
5.012,2023-09-01T00:00:00.000+02:00,2023-08-31T22:00:00Z,2023-08-31T22:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-09-01
120.081,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
50.156,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
1.05,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
21.691,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
81.016,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
2.74,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
0.368,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
2.5,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
3.016,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
0.66,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
6.7,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
3.932,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
5.012,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
0.099,2023-10-01T00:00:00.000+02:00,2023-09-30T22:00:00Z,2023-09-30T22:00:00.000Z,20,La Rioja,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-10-01
120.081,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
50.156,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
1.05,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
21.691,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
81.016,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
2.74,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
0.368,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
2.5,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
3.016,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
0.66,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
6.7,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
3.932,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
5.012,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
0.099,2023-11-01T00:00:00.000+01:00,2023-10-31T23:00:00Z,2023-10-31T23:00:00.000Z,20,La Rioja,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-11-01
120.081,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
50.156,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
1.05,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
21.691,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
81.016,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
2.74,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
0.368,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
2.5,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
3.016,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
1.187,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
6.7,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
3.932,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
5.012,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
0.099,2023-12-01T00:00:00.000+01:00,2023-11-30T23:00:00Z,2023-11-30T23:00:00.000Z,20,La Rioja,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2023-12-01
120.081,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
50.156,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
1.05,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
21.691,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
81.656,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
2.87,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
0.368,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
2.5,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
3.016,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
1.187,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
6.7,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
3.932,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
5.012,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
0.099,2024-01-01T00:00:00.000+01:00,2023-12-31T23:00:00Z,2023-12-31T23:00:00.000Z,20,La Rioja,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-01-01
120.081,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
50.156,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
1.05,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
21.691,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
81.656,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
2.87,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
0.368,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
2.5,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,13,Comunidad de Madrid,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
3.016,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,14,Comunidad Foral de Navarra,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
1.187,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,15,Comunidad Valenciana,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
0.03,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,16,Extremadura,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
6.7,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,17,Galicia,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
3.932,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,18,Islas Baleares,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
5.012,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,19,Islas Canarias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
0.099,2024-02-01T00:00:00.000+01:00,2024-01-31T23:00:00Z,2024-01-31T23:00:00.000Z,20,La Rioja,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-02-01
120.081,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,4,Andalucía,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
50.156,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,5,Aragón,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
1.05,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,7,Castilla-La Mancha,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
21.691,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,8,Castilla y León,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
81.656,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,9,Cataluña,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
2.87,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,10,País Vasco,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
0.368,2024-03-01T00:00:00.000+01:00,2024-02-29T23:00:00Z,2024-02-29T23:00:00.000Z,11,Principado de Asturias,1947,Potencia instalada de generación autoconsumo otras renovables,"[{'name': 'Potencia', 'id': 20}]",2024-03-01
