value,datetime,datetime_utc,tz_time,geo_id,geo_name,indicator_id,indicator_name,unit,date
3.659,2021-12-01T00:00:00.000+01:00,2021-11-30T23:00:00Z,2021-11-30T23:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2021-12-01
43.452,2021-12-01T00:00:00.000+01:00,2021-11-30T23:00:00Z,2021-11-30T23:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2021-12-01
180.482,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
28.079,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
4.679,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
50.841,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
31.807,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
186.39,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
23.999,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
5.423,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
75.037,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
17.704,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
99.474,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
18.968,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
29.802,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
19.148,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
11.497,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
3.726,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
45.857,2022-01-01T00:00:00.000+01:00,2021-12-31T23:00:00Z,2021-12-31T23:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-01-01
190.019,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
28.881,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
4.791,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
51.732,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
32.439,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
193.92,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
24.562,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
5.503,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
78.011,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
18.078,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
102.863,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
19.387,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
30.351,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
20.239,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
11.847,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
3.961,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
46.918,2022-02-01T00:00:00.000+01:00,2022-01-31T23:00:00Z,2022-01-31T23:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-02-01
200.955,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
30.505,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
5.093,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
52.75,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
33.262,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
203.891,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
25.89,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
5.648,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
82.655,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
18.424,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
106.479,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
19.985,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
31.527,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
21.766,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
12.597,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
4.093,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
50.194,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
0.006,2022-03-01T00:00:00.000+01:00,2022-02-28T23:00:00Z,2022-02-28T23:00:00.000Z,8746,Melilla,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-03-01
218.108,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
32.765,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
5.285,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
56.191,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
36.07,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
215.983,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
27.629,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
5.861,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
89.629,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
19.142,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
115.306,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
20.658,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
33.358,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
23.009,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
13.125,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
4.13,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
58.643,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
0.006,2022-04-01T00:00:00.000+02:00,2022-03-31T22:00:00Z,2022-03-31T22:00:00.000Z,8746,Melilla,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-04-01
231.428,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
34.575,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
5.495,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
57.712,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
36.763,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
230.916,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
27.957,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
6.016,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
93.544,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
19.612,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
122.157,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
21.346,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
34.407,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
24.914,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
14.299,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
4.355,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
60.468,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
0.006,2022-05-01T00:00:00.000+02:00,2022-04-30T22:00:00Z,2022-04-30T22:00:00.000Z,8746,Melilla,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-05-01
247.693,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
36.1,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
6.081,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
59.995,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
38.182,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
249.599,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,9,Cataluña,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
28.907,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,10,País Vasco,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
6.272,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,11,Principado de Asturias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
99.914,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,13,Comunidad de Madrid,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
20.413,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,14,Comunidad Foral de Navarra,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
127.717,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,15,Comunidad Valenciana,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
22.548,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,16,Extremadura,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
36.359,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,17,Galicia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
26.63,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,18,Islas Baleares,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
15.336,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,19,Islas Canarias,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
4.406,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,20,La Rioja,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
64.434,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,21,Región de Murcia,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
0.006,2022-06-01T00:00:00.000+02:00,2022-05-31T22:00:00Z,2022-05-31T22:00:00.000Z,8746,Melilla,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-06-01
279.334,2022-07-01T00:00:00.000+02:00,2022-06-30T22:00:00Z,2022-06-30T22:00:00.000Z,4,Andalucía,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-07-01
37.566,2022-07-01T00:00:00.000+02:00,2022-06-30T22:00:00Z,2022-06-30T22:00:00.000Z,5,Aragón,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-07-01
6.524,2022-07-01T00:00:00.000+02:00,2022-06-30T22:00:00Z,2022-06-30T22:00:00.000Z,6,Cantabria,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-07-01
152.272,2022-07-01T00:00:00.000+02:00,2022-06-30T22:00:00Z,2022-06-30T22:00:00.000Z,7,Castilla-La Mancha,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-07-01
38.891,2022-07-01T00:00:00.000+02:00,2022-06-30T22:00:00Z,2022-06-30T22:00:00.000Z,8,Castilla y León,1945,Potencia instalada de generación autoconsumo solar fotovoltaica,"[{'name': 'Potencia', 'id': 20}]",2022-07-01
